Region1,Region2,Connection,NC vs AD_t_statistic,NC vs AD_p_value,NC vs AD_cohens_d,NC vs MCI_t_statistic,NC vs MCI_p_value,NC vs MCI_cohens_d,NC vs SCD_t_statistic,NC vs SCD_p_value,NC vs SCD_cohens_d
36,56,36-56,3.690822221225233,0.03101007500500406,0.8277286887168884,4.741466947452986,0.00489667268735953,1.0471755266189575,4.232465656706686,0.03263265179654523,0.9444683194160461
