subject_id,original_mean_correlation,processed_mean_correlation,improvement
4.0,0.3619835917038376,0.9362817851904088,0.5742981934865712
10.0,0.3891128029365241,0.9295652950126213,0.5404524920760971
14.0,0.4843683837004969,0.9411335232760858,0.4567651395755889
17.0,0.38089546292831455,0.9297644135497046,0.5488689506213901
18.0,0.4601677330081017,0.9372464174918832,0.4770786844837815
29.0,0.3094134773360826,0.8868598668332677,0.5774463894971851
40.0,0.3822224454642649,0.9286987663036547,0.5464763208393897
41.0,0.35339973670872443,0.883328447441162,0.5299287107324375
42.0,0.5226176579143774,0.9676880844280088,0.4450704265136314
44.0,0.345328778543526,0.9119846593701983,0.5666558808266724
53.0,0.3961000980185064,0.9316942083508915,0.5355941103323851
56.0,0.34023615994194917,0.9137732588285047,0.5735370988865556
57.0,0.34972446343969893,0.8558472922025527,0.5061228287628539
60.0,0.30051200142877993,0.9079145620966692,0.6074025606678892
62.0,0.34399494021159566,0.9096759784801202,0.5656810382685244
66.0,0.319323175532332,0.9128874155851134,0.5935642400527814
71.0,0.36354443013869325,0.9395297078859787,0.5759852777472854
73.0,0.3417277812573923,0.928785035321667,0.5870572540642747
74.0,0.3501657481873092,0.9624171889626553,0.6122514407753461
75.0,0.3523229219948725,0.8981085446736948,0.5457856226788224
76.0,0.3736997422060468,0.9369056649215031,0.5632059227154562
78.0,0.3031994105235613,0.9039604324088595,0.6007610218852981
82.0,0.3927441637854406,0.8814394947582566,0.488695330972816
83.0,0.3989373418862623,0.9111889075807215,0.5122515656944592
84.0,0.36917895050931754,0.9164770938351187,0.5472981433258011
85.0,0.3169885211530919,0.9147632526001503,0.5977747314470585
87.0,0.40156584073651835,0.9305949304642502,0.5290290897277319
88.0,0.4525244931443566,0.9303347069813093,0.47781021383695266
89.0,0.3534563364850191,0.9198528513165023,0.5663965148314831
90.0,0.3005955874165927,0.8883419753646303,0.5877463879480376
91.0,0.33004340800053283,0.8890383075080753,0.5589948995075424
94.0,0.3393458730234862,0.9057292147445347,0.5663833417210485
95.0,0.3714622493212742,0.9185835463788251,0.547121297057551
97.0,0.3573265849002936,0.928260393289317,0.5709338083890234
99.0,0.30911970682134354,0.9316855064271864,0.6225657996058429
100.0,0.3027994753064103,0.9059178889554667,0.6031184136490564
102.0,0.37531505954817157,0.9050918195390056,0.5297767599908341
104.0,0.4104449797539204,0.9103775089860467,0.49993252923212633
105.0,0.33805809836495654,0.9000743895252712,0.5620162911603146
106.0,0.5547756242925471,0.8805785489988418,0.3258029247062947
107.0,0.32326271275224894,0.9007304498124747,0.5774677370602258
109.0,0.2961690344668433,0.9418566660619486,0.6456876315951053
110.0,0.38012307789791494,0.9053660050084608,0.5252429271105459
111.0,0.31321420503626624,0.8966359257904645,0.5834217207541983
112.0,0.3061273837270969,0.8730411432124426,0.5669137594853457
113.0,0.2680676038496225,0.8805714330607581,0.6125038292111356
114.0,0.31839172970242396,0.8964489398122523,0.5780572101098282
116.0,0.31390747542780145,0.8924267076580508,0.5785192322302493
120.0,0.3870297517989483,0.9361439796294709,0.5491142278305227
121.0,0.33203415759147964,0.9005145911425335,0.5684804335510538
122.0,0.2972583219073485,0.8541880787114868,0.5569297568041383
124.0,0.36423371167015456,0.9103085936600662,0.5460748819899117
