n_samples,pearson_r,r_squared,p_value,p_value_fdr,slope,intercept,std_err,connection,score,significant_fdr,abs_r
100,-0.2601287258148123,0.06766695399403778,0.008955651482907426,0.1343347722436114,-6.944936109657528,4.639523434412187,2.604068728004153,avg_connection_strength_negative_vae_denoised,数字广度逆向,False,0.2601287258148123
100,-0.14922806648547976,0.022269015826994767,0.13838558141307986,0.5493299461484562,-14.06786707758953,25.259803538063803,9.416172270992046,avg_connection_strength_negative_vae_denoised,MMSE,False,0.14922806648547976
100,-0.13712580108356878,0.018803485322810475,0.17368631919782201,0.5493299461484562,-14.15277976492776,6.680164508145572,10.327317556463406,avg_connection_strength_negative_vae_denoised,延迟回忆,False,0.13712580108356878
100,-0.13129425994861607,0.01723818269545477,0.19288899469532603,0.5493299461484562,-14.733276027019045,21.30263224046877,11.237370122166272,avg_connection_strength_negative_vae_denoised,MoCA总分,False,0.13129425994861607
100,-0.10889244587413544,0.011857564768451515,0.2808353841931894,0.5493299461484562,-9.05057754922082,9.758474671105363,8.345940389368096,avg_connection_strength_negative_vae_denoised,长时延迟再认,False,0.10889244587413544
100,-0.10858026908530166,0.011789674834636516,0.28222501962969526,0.5493299461484562,-18.026660797932625,22.496632661457955,16.67155190941294,avg_connection_strength_negative_vae_denoised,即刻记忆,False,0.10858026908530166
100,0.10684528643998473,0.011415915234442384,0.2900317502105357,0.5493299461484562,0.9090485261246039,0.3561355678274399,0.8545263689370942,avg_connection_strength_negative_vae_denoised,CDR,False,0.10684528643998473
100,-0.10433185463436405,0.01088513589144607,0.30159274664552954,0.5493299461484562,-1.5542304591788596,2.2466071480426124,1.4966105920838502,avg_connection_strength_negative_vae_denoised,CDT,False,0.10433185463436405
100,-0.09575137410608293,0.00916832564320305,0.3433050761424242,0.5493299461484562,-8.580077356519022,8.316474540166672,9.010172198570492,avg_connection_strength_negative_vae_denoised,线索回忆,False,0.09575137410608293
100,0.08548403000642313,0.00730751938613905,0.397752360632619,0.5493299461484562,4.017756052521385,1.7829202233932961,4.7303459555816865,avg_connection_strength_negative_vae_denoised,CDR_SOB,False,0.08548403000642313
100,0.08456887770440012,0.007151895076181784,0.4028419605088679,0.5493299461484562,60.57228657646893,63.292502752840335,72.09277935032179,avg_connection_strength_negative_vae_denoised,连线测验A,False,0.08456887770440012
100,0.04674724631743346,0.0021853050382627964,0.6441904674568166,0.8052380843210207,77.24457059110708,123.08162764674353,166.73387350338433,avg_connection_strength_negative_vae_denoised,连线测验B,False,0.04674724631743346
100,-0.032485087382973406,0.0010552809022794179,0.7483230122294877,0.8634496294955627,-0.795916286590896,7.633383498698006,2.4736658991633784,avg_connection_strength_negative_vae_denoised,数字广度顺向,False,0.032485087382973406
100,-0.022314773854111118,0.0004979491321601212,0.8255832831541898,0.8845535176652034,-2.234244374633441,23.049497937232793,10.111532688568259,avg_connection_strength_negative_vae_denoised,Boston-初始命名,False,0.022314773854111118
100,0.013646639531661568,0.00018623077050710824,0.8928040567748772,0.8928040567748772,16.672284014638116,59.78912489390319,123.40021000310522,avg_connection_strength_negative_vae_denoised,TMT B-A,False,0.013646639531661568
