Channel,T_statistic,P_value,P_corrected_FDR,Effect_size_Cohens_d,Significant_FDR
region_0,0.1663966907155711,0.8679848756271474,0.9417747896498133,0.021481720400181103,False
region_1,-0.6961491402773471,0.4870090477498322,0.692054146671274,-0.08987246755902586,False
region_2,-0.6818420367669625,0.49599630453436894,0.692054146671274,-0.08802542843808636,False
region_3,0.16062148868847725,0.872526643352033,0.9417747896498133,0.020736145024450512,False
region_4,-2.9055531552296,0.00400856342240449,0.18358354986973793,-0.3751052993908219,False
region_5,-0.6615983584843617,0.5088633431406426,0.692054146671274,-0.08541198080960324,False
region_6,1.3766425531979263,0.1699056681914233,0.5776792718508392,0.17772378940720085,False
region_7,1.3144715670313711,0.189942350954513,0.615051422138423,0.16969754960585556,False
region_8,2.3617549327613516,0.0189882049548153,0.2582395873854881,0.3049012507469311,False
region_9,-0.9596020783012816,0.33822124702384904,0.6830306002329809,-0.12388409560822965,False
region_10,0.8031714843039329,0.4226703269003902,0.692054146671274,0.10368899276192746,False
region_11,0.8498563688015518,0.3962519305738179,0.692054146671274,0.10971598543455728,False
region_12,-0.34345656883048126,0.7315556879148112,0.8576859789346063,-0.04434005237419984,False
region_13,0.9530664260171292,0.34151530011649045,0.6830306002329809,0.12304034652645882,False
region_14,1.0871180171714416,0.27807524318349736,0.6303038845492607,0.14034633252890072,False
region_15,0.7427420207979284,0.45836424499275297,0.692054146671274,0.09588758256929397,False
region_16,0.6670718169701276,0.5053670949417862,0.692054146671274,0.08611860126165422,False
region_17,0.6904347917414815,0.49058796273933825,0.692054146671274,0.08913474833523145,False
region_18,-0.775545572514593,0.43878085853317095,0.692054146671274,-0.10012250288579717,False
region_19,0.6432050928815142,0.5207051007973611,0.6942734677298148,0.08303742043086329,False
region_20,2.120838209903948,0.03496128576004593,0.30909294373991864,0.273799035565278,False
region_21,0.7075417803738449,0.4799163518122258,0.692054146671274,0.09134325107112821,False
region_22,0.6749060133720526,0.5003851287861563,0.692054146671274,0.0871299916681733,False
region_23,0.770969135709864,0.4414835592498302,0.692054146671274,0.09953168743480763,False
region_24,1.1242167913445777,0.262044231621308,0.6303038845492607,0.14513576368014292,False
region_25,-0.5911196444062761,0.554996558566927,0.7257647304336738,-0.07631321794671857,False
region_26,-0.48860287360249066,0.6255690315971715,0.8014413716238422,-0.0630783597457178,False
region_27,1.4648300211414813,0.14427601668924955,0.5702026026010292,0.18910874256352053,False
region_28,0.8142964552346403,0.41628235919650725,0.692054146671274,0.1051252203333165,False
region_29,-1.6594705582307232,0.09832711067289387,0.5702026026010292,-0.21423672785163722,False
region_30,1.411741295953936,0.1593213154326405,0.5702026026010292,0.18225501761276236,False
region_31,1.6153688626137535,0.10754464080961491,0.5702026026010292,0.2085432234295028,False
region_32,-0.36943538339165666,0.712128974712338,0.8509177781583358,-0.04769390291252128,False
region_33,2.6900685083018274,0.007645373925663675,0.18358354986973793,0.3472863510936668,False
region_34,1.096073635832909,0.2741451785230642,0.6303038845492607,0.14150249792659564,False
region_35,1.192592054569978,0.23420693085480898,0.6303038845492607,0.15396297220562705,False
region_36,-0.0566268305504511,0.9548895759319604,0.9691416591548254,-0.00731049238901355,False
region_37,-2.1046278549949555,0.03636387573410808,0.30909294373991864,-0.27170628774532335,False
region_38,1.1904187875501302,0.2350579661611517,0.6303038845492607,0.15368240463980265,False
region_39,-2.5766748454598893,0.010574361783238635,0.18358354986973793,-0.33264729216859074,False
region_40,1.2843597252191974,0.20025449065664108,0.6189684256659815,0.16581012754378283,False
region_41,-0.10021259553006423,0.9202592071957589,0.9627327090663323,-0.012937390452271954,False
region_42,1.133708702679665,0.2580479372796969,0.6303038845492607,0.14636116416429196,False
region_43,0.9860394931455544,0.32510674671982065,0.6830306002329809,0.1272971511885178,False
