n_samples,pearson_r,r_squared,p_value,p_value_fdr,slope,intercept,std_err,connection,score,significant_fdr,abs_r
100,-0.41746456061315873,0.17427665936793768,1.5519802777382945e-05,0.00017382175610773808,-43.667179924570135,10.140290666934924,9.601515225855708,avg_connection_strength_negative_vae_denoised,长时延迟再认,True,0.41746456061315873
100,-0.40961306418920973,0.16778286235447365,2.317623414769841e-05,0.00017382175610773808,-53.205111975682605,7.132091965527289,11.969743708703218,avg_connection_strength_negative_vae_denoised,延迟回忆,True,0.40961306418920973
100,-0.37748780192603615,0.1424970406029503,0.00010808700972178979,0.0005404350486089489,-42.57024031825368,8.689732772435612,10.548918944475323,avg_connection_strength_negative_vae_denoised,线索回忆,True,0.37748780192603615
100,-0.3656068838605582,0.13366839352622767,0.0001836804218164617,0.0006888015818117313,-51.632712518235834,21.73695783463539,13.278212622346832,avg_connection_strength_negative_vae_denoised,MoCA总分,True,0.3656068838605582
100,0.35754785030097147,0.1278404652548459,0.000260180172599127,0.000780540517797381,3.8284489614961617,0.3231516995113264,1.0101215096448395,avg_connection_strength_negative_vae_denoised,CDR,True,0.35754785030097147
100,-0.3388210893038727,0.1147997305570629,0.0005643433471024692,0.0014108583677561728,-70.79324156078401,23.10137532035417,19.85770685614015,avg_connection_strength_negative_vae_denoised,即刻记忆,True,0.3388210893038727
100,-0.3326442410039304,0.11065219107308094,0.000721027917889759,0.0015450598240494837,-39.46523964793801,25.579847563342316,11.302057623591443,avg_connection_strength_negative_vae_denoised,MMSE,True,0.3326442410039304
100,-0.3071841749928834,0.09436211736605843,0.0018788118377367619,0.0035227721957564284,-10.321332546180514,4.709341421795148,3.2299900520401783,avg_connection_strength_negative_vae_denoised,数字广度逆向,True,0.3071841749928834
100,0.2967746490050258,0.08807519229205626,0.002714978484475803,0.004524964140793005,17.554253556490153,1.63104269734051,5.7058722558035635,avg_connection_strength_negative_vae_denoised,CDR_SOB,True,0.2967746490050258
100,-0.26954639557413806,0.07265525936700971,0.006688586883304144,0.010032880324956217,-5.053462044087253,2.2886388847759025,1.8237405231905046,avg_connection_strength_negative_vae_denoised,CDT,True,0.26954639557413806
100,-0.23311696947515184,0.05434352145727887,0.019589591790743936,0.026713079714650822,-29.374403958267738,23.322724642437684,12.377953237257847,avg_connection_strength_negative_vae_denoised,Boston-初始命名,True,0.23311696947515184
100,0.16909461225584702,0.028592987893955247,0.09260360696561304,0.1157545087070163,351.64033981521595,120.02550956124367,207.04106839386463,avg_connection_strength_negative_vae_denoised,连线测验B,False,0.16909461225584702
100,0.15125854327605615,0.02287914691399455,0.13303872316880094,0.15350621904092415,232.56603279447108,57.62158356920596,153.52795817056406,avg_connection_strength_negative_vae_denoised,TMT B-A,False,0.15125854327605615
100,0.13209843436613378,0.017449996361983754,0.1901532834610307,0.2037356608511043,119.07430702074494,62.403925992037706,90.25778789294694,avg_connection_strength_negative_vae_denoised,连线测验A,False,0.13209843436613378
100,-0.061057701266936576,0.0037280428840024684,0.5462000672369483,0.5462000672369483,-1.8826985718512286,7.648120717659524,3.108968047718684,avg_connection_strength_negative_vae_denoised,数字广度顺向,False,0.061057701266936576
