Channel,T_statistic,P_value,P_corrected_FDR,Effect_size_Cohens_d,Significant_FDR
region_0,-0.31588348668555116,0.7523654761490745,0.9630210123065288,-0.040780382775835726,False
region_1,-1.5126864803786237,0.1316749913059551,0.6577569105807868,-0.1952869848846508,False
region_2,-1.5250799794050813,0.12855581260291404,0.6577569105807868,-0.19688697872900768,False
region_3,-0.96243327160318,0.3368006835581857,0.8561747819555784,-0.12424960109183451,False
region_4,-2.3965669863660133,0.01731563891270381,0.3924878153546197,-0.30939546754220226,False
region_5,0.12540321284545689,0.9003093253767489,0.9853761419216974,0.01618948516371195,False
region_6,0.4323017197272635,0.6659103034593866,0.9288815317582142,0.05580991203468392,False
region_7,-0.3466484072914488,0.7291592106596668,0.9595811409529232,-0.04475211694763689,False
region_8,1.7814465745870456,0.07610406183460233,0.6577569105807868,0.22998376385112923,False
region_9,-1.743778176494482,0.08247819534278529,0.6577569105807868,-0.22512079456810224,False
region_10,-0.054735792189841724,0.9563944906887063,0.9853761419216974,-0.007066360386424232,False
region_11,0.4333495648503999,0.6651500625246802,0.9288815317582142,0.05594518825839432,False
region_12,-0.5368160222350498,0.5918919838108176,0.9288815317582142,-0.06930265046978859,False
region_13,-0.4734442409718758,0.6363266252554025,0.9288815317582142,-0.061121388688062876,False
region_14,0.6503781047445114,0.5160701156489358,0.9288815317582142,0.08396345228044787,False
region_15,0.22756474498068838,0.8201783705100696,0.9819221714525693,0.029378482249804796,False
region_16,0.6940612490287005,0.4883150530907814,0.9288815317582142,0.08960292195786919,False
region_17,-0.20896758936866322,0.8346507927245778,0.9819221714525693,-0.026977599784064752,False
region_18,-0.5901403540287362,0.5556517802816725,0.9288815317582142,-0.07618679210260815,False
region_19,-0.0017291343698680468,0.998621787454994,0.998621787454994,-0.00022323028726179336,False
region_20,0.7218117584197686,0.47111286629205884,0.9288815317582142,0.09318549731521515,False
region_21,-0.18851691710353044,0.8506307624304692,0.9819221714525693,-0.024337429347344584,False
region_22,0.40886802022872176,0.6830011262928046,0.9288815317582142,0.052784634438087875,False
region_23,0.07644703987536146,0.939127135428238,0.9853761419216974,0.00986927041013764,False
region_24,0.34047411222796997,0.7337973430816471,0.9595811409529232,0.043955018882456086,False
region_25,-1.5159042175897823,0.1308595380305591,0.6577569105807868,-0.19570239297236036,False
region_26,-1.9394288547800465,0.05362107937467447,0.6577569105807868,-0.2503791885239081,False
region_27,0.692322848262876,0.4894038953927434,0.9288815317582142,0.08937849538403345,False
region_28,1.0276734482673215,0.3051380748710514,0.8299755636492597,0.1326720716826295,False
region_29,-1.2450931702607921,0.2143118303803813,0.7179633298402591,-0.1607408370965548,False
region_30,0.9479925029629841,0.3440868209603207,0.8561747819555784,0.12238530587683744,False
region_31,0.0672707712253906,0.946422152739254,0.9853761419216974,0.008684619221415562,False
region_32,-0.4530479447237876,0.6509235269005944,0.9288815317582142,-0.05848823816495759,False
region_33,1.3144001553007838,0.1899663320630589,0.7179633298402591,0.16968833039107922,False
region_34,0.8469693247866087,0.39785599253454285,0.880867409360898,0.10934326965490253,False
region_35,0.6846843134056296,0.4942038194632056,0.9288815317582142,0.08839236477431542,False
region_36,0.18681707295095837,0.8519618840544352,0.9819221714525693,0.024117980410875928,False
region_37,-2.8342000868815505,0.004985219679070338,0.2766922097534714,-0.3658936578770619,False
region_38,0.1241486904669026,0.9013014616024488,0.9853761419216974,0.01602752702105911,False
region_39,-2.668523519184032,0.008138006169219747,0.2766922097534714,-0.34450490495875213,False
region_40,0.8403082852295667,0.40157190720864466,0.880867409360898,0.10848333314580744,False
region_41,-1.4273933851451748,0.1547663319013616,0.6577569105807868,-0.18427569363846305,False
region_42,0.8063025543215484,0.4208666459724484,0.8943416226914528,0.10409321216306193,False
region_43,-0.025868264235648267,0.9793839088520113,0.9940015791333846,-0.003339578552665289,False
region_44,-0.5840926312416925,0.5597065785414401,0.9288815317582142,-0.0754060344480515,False
region_45,-0.07304588754347845,0.9418304419835994,0.9853761419216974,-0.00943018353216106,False
region_46,-0.2995863590107991,0.764751980361067,0.9630210123065288,-0.038676432639991376,False
region_47,-1.225138701964951,0.2217239695094918,0.7179633298402591,-0.15816472631681422,False
region_48,0.06709477595135724,0.9465621129230364,0.9853761419216974,0.008661898329237482,False
region_49,-1.4480762066522963,0.14890083997924075,0.6577569105807868,-0.18694583441345175,False
region_50,0.2502062055071986,0.8026419318787851,0.9819221714525693,0.03230148223490436,False
region_51,1.7005258389581106,0.09032740871443524,0.6577569105807868,0.21953694180267191,False
region_52,-2.150824849212488,0.032488976311825686,0.5523125973010367,-0.2776702940536348,False
region_53,-1.3087759432441528,0.1918620811480547,0.7179633298402591,-0.1689622477367169,False
region_54,-1.6717036413845958,0.09588602983238873,0.6577569105807868,-0.21581601209589452,False
region_55,-1.2266479671155261,0.2211569693237934,0.7179633298402591,-0.1583595716099205,False
region_56,-0.598281230344103,0.5502164815617011,0.9288815317582142,-0.07723777471570648,False
region_57,-1.4529311934058269,0.1475490709534467,0.6577569105807868,-0.18757261050820115,False
region_58,-0.8833309703567866,0.3779414333737664,0.880867409360898,-0.1140375379127024,False
region_59,-0.5596034663587796,0.5762718159611204,0.9288815317582142,-0.07224449685624985,False
region_60,-0.44572576158609994,0.656197169737755,0.9288815317582142,-0.057542948386619434,False
region_61,-0.9314777120031262,0.3525425572758264,0.8561747819555784,-0.12025325553171655,False
region_62,0.4312806864072651,0.6666514241568013,0.9288815317582142,0.0556780971998747,False
region_63,-1.172481793830588,0.24216615449941306,0.7480325070723782,-0.15136674870790884,False
region_64,1.0774139264634175,0.2823771380593212,0.8000685578347433,0.13909353980549197,False
region_65,-0.4202964094124008,0.6746449861774564,0.9288815317582142,-0.05426003313750009,False
region_66,1.1458196410240946,0.2530109950391868,0.7480325070723782,0.14792467958145597,False
region_67,1.6169956963293974,0.10719279992837255,0.6577569105807868,0.20875324675909404,False
