n_samples,pearson_r,r_squared,p_value,p_value_fdr,slope,intercept,std_err,connection,score,significant_fdr,abs_r
100,0.4865886929104857,0.23676855606833494,2.8521781406675474e-07,4.278267211001321e-06,55.329080224890824,8.66465505876299,10.034749306636062,avg_connection_strength_positive_vae_denoised,长时延迟再认,True,0.4865886929104857
100,0.47535337529927474,0.22596083140841314,5.80481722664375e-07,4.353612919982812e-06,67.12001572066269,5.339755167470079,12.548849147184473,avg_connection_strength_positive_vae_denoised,延迟回忆,True,0.47535337529927474
100,0.46604610205272007,0.21719896923853438,1.0262250421842434e-06,5.131125210921217e-06,71.54764812754522,19.875302661784676,13.720790685133808,avg_connection_strength_positive_vae_denoised,MoCA总分,True,0.46604610205272007
100,-0.446226732797144,0.19911829706281373,3.2696520884600855e-06,1.226119533172532e-05,-5.193978896078371,0.45906977181959674,1.052242270159059,avg_connection_strength_positive_vae_denoised,CDR,True,0.446226732797144
100,0.4330292792262594,0.18751435666721372,6.8002395086842284e-06,1.9885156960686565e-05,55.848035751304934,24.134756519201115,11.74317278271931,avg_connection_strength_positive_vae_denoised,MMSE,True,0.4330292792262594
100,0.43013155577360285,0.18501315527222,7.954062784274626e-06,1.9885156960686565e-05,52.73031792825655,7.27422375992489,11.179473385157463,avg_connection_strength_positive_vae_denoised,线索回忆,True,0.43013155577360285
100,0.41048504603028263,0.16849797301448324,2.2177644301043187e-05,4.75235235022354e-05,93.2340629545751,20.641656743792765,20.921647867483166,avg_connection_strength_positive_vae_denoised,即刻记忆,True,0.41048504603028263
100,-0.3915263416337842,0.1532928761931347,5.6234817941491235e-05,0.00010544028364029607,-25.17517273305891,2.2801903642824213,5.9767493314746805,avg_connection_strength_positive_vae_denoised,CDR_SOB,True,0.3915263416337842
100,0.3214349780426487,0.10332044510927806,0.0011104738122715316,0.0018507896871192194,44.02954669029386,22.200181966233796,13.102575650438403,avg_connection_strength_positive_vae_denoised,Boston-初始命名,True,0.3214349780426487
100,0.3064369300204628,0.09390359208036601,0.001929982052526389,0.0026444780166437155,6.245288246812834,2.1208775903909602,1.9596817647513816,avg_connection_strength_positive_vae_denoised,CDT,True,0.3064369300204628
100,-0.3063030218275404,0.09382154118068267,0.001939283878872058,0.0026444780166437155,-692.4303699966014,136.61739266159066,217.3795351212671,avg_connection_strength_positive_vae_denoised,连线测验B,True,0.3063030218275404
100,0.29686975514460096,0.08813165151961533,0.0027060239688663857,0.003382529961082982,10.84323305180705,4.403176551980156,3.5232695517262798,avg_connection_strength_positive_vae_denoised,数字广度逆向,True,0.29686975514460096
100,-0.27030448575113347,0.07306451501718472,0.006530405990285266,0.007535083834944537,-451.78887191771554,68.47740514296571,162.55262712451582,avg_connection_strength_positive_vae_denoised,TMT B-A,True,0.27030448575113347
100,-0.24558069532393295,0.06030987791578638,0.013786804085477146,0.01477157580586837,-240.64149807888597,68.13998751862496,95.9523445222765,avg_connection_strength_positive_vae_denoised,连线测验A,True,0.24558069532393295
100,-0.0004890856333697224,2.3920475676866257e-07,0.9961467386338267,0.9961467386338267,-0.01639385746508288,7.630312695863962,3.3859704155754726,avg_connection_strength_positive_vae_denoised,数字广度顺向,False,0.0004890856333697224
