Region1,Region2,t_statistic,p_value,cohens_d
0,3,-5.069461861742894,1.8558982334366087e-05,-0.6478850245475769
0,10,2.8575655433100686,0.02064000425461138,0.35563886165618896
0,16,-2.4943616801909814,0.04456535947634697,-0.32180628180503845
0,19,-5.240007221179283,9.79383940639218e-06,-0.67013019323349
0,23,-2.6632571048978138,0.03161662198637705,-0.33374038338661194
0,26,-3.058270586729187,0.012532306388283064,-0.3888053894042969
0,28,-2.7580176642256866,0.025843007011064185,-0.3573448956012726
0,30,5.110930080390776,1.583837959197405e-05,0.65529865026474
0,32,4.773137666061966,5.7152094105944416e-05,0.6104682087898254
0,34,-4.174206771106054,0.00046047657374536494,-0.5328901410102844
0,42,-4.1301427333884,0.0005300886918883418,-0.5324321985244751
0,44,-3.418182706476844,0.004782203440700218,-0.43678921461105347
0,50,-3.071039475365381,0.012193919990874404,-0.3936658799648285
0,52,-3.0065634435853217,0.014404616598480706,-0.3831540644168854
0,54,2.8385092937763683,0.021642193719038805,0.3627440929412842
0,55,2.5426678979842063,0.040831889540501425,0.32731419801712036
0,62,-6.126683809176365,2.811896707154405e-07,-0.8015208840370178
1,12,-3.1886734247799455,0.008984455102761826,-0.40412235260009766
1,13,-3.8775803320337463,0.0012252380542345036,-0.4986266493797302
1,15,-3.053378951209313,0.012867874011622083,-0.399411141872406
1,21,2.955696454832532,0.016211524033211026,0.38125964999198914
1,26,2.764301814283779,0.025338334840092246,0.3490831255912781
1,29,-4.9975753508947705,2.411414909685352e-05,-0.6315625309944153
1,33,4.341867723142501,0.0002753735980028696,0.5580608248710632
1,39,-3.8244520068782126,0.0014495069320446788,-0.482786625623703
1,43,4.038551078329198,0.000703606891201077,0.5083553791046143
1,55,-2.625067501136838,0.03452604555732203,-0.3387245237827301
1,57,-2.603723672117844,0.036147236058433105,-0.325460821390152
1,60,-3.6154656528740374,0.002786141025589908,-0.4445173740386963
1,63,-3.697024942651076,0.00219157005137998,-0.4817364513874054
2,3,2.453757353348262,0.04869831769812882,0.3178378939628601
2,4,5.84322165469646,7.939030126514108e-07,0.7480300068855286
2,6,-4.123655098298289,0.0005331817385949002,-0.52410489320755
2,8,-2.8193041091535314,0.02273488933577868,-0.3574032783508301
2,9,-5.617173466591942,2.4020400218128495e-06,-0.6985242366790771
2,15,5.04130629404954,2.031063292714032e-05,0.6341758370399475
2,17,3.5348835382948254,0.0034291172869136887,0.45348411798477173
2,19,-6.447295723077468,7.793251759722898e-08,-0.8220040202140808
2,20,-2.607305308956545,0.035854039884951,-0.3278293013572693
2,22,2.4426259771352954,0.04965419844706011,0.3069169819355011
2,24,4.60633138306041,0.00010754522236661332,0.5819351077079773
2,27,-3.4683556707947076,0.004209727846123137,-0.44711074233055115
2,30,-3.387522646430127,0.005176447340988777,-0.42452916502952576
2,36,5.529701492925159,3.368737381234967e-06,0.7083210349082947
2,37,3.937445245321289,0.0010105971106226842,0.5042722821235657
2,38,-2.718694613050627,0.02794725044457811,-0.34573960304260254
2,39,-2.5134949223951573,0.043454376842499,-0.32925963401794434
2,41,5.153394796076758,1.3306181218475182e-05,0.6560553312301636
2,42,2.8195440211430047,0.02273488933577868,0.35963770747184753
2,44,5.341716295579052,7.455017849503084e-06,0.6807341575622559
2,46,-6.45029999858082,8.556017922362936e-08,-0.8390365242958069
2,47,4.895824172891227,3.6581187916247885e-05,0.630099892616272
2,48,5.156626292575968,1.3306181218475182e-05,0.6447800993919373
2,52,-2.618314776969011,0.03502622263598331,-0.333398699760437
2,56,-4.7900252928923415,5.5949994907831205e-05,-0.6223547458648682
2,57,2.669430283484761,0.03121028534545932,0.33891424536705017
2,58,3.01669632802705,0.014183139417519466,0.39203569293022156
2,61,-3.5791593099815353,0.003060182013504755,-0.4563020169734955
2,62,4.459310173767351,0.00018598877177980716,0.5636589527130127
2,64,-5.557095641337193,3.037301443188279e-06,-0.705302357673645
2,65,4.226676182558661,0.0003976157084558925,0.5476346015930176
2,66,-6.234727586532749,1.5580741130932118e-07,-0.7803555727005005
2,67,3.543259489201068,0.003355524381108634,0.455801784992218
3,5,-3.878460300526211,0.0012230174626582768,-0.4977237284183502
3,8,3.540497834336317,0.0033563916666985924,0.45043623447418213
3,10,2.993863992584226,0.014855161206072432,0.3900899589061737
3,15,2.976897671164789,0.015298053161818145,0.38028597831726074
3,20,4.071282590868044,0.0006281533352771152,0.5215169191360474
3,29,-4.244797076224612,0.0003721603915056057,-0.5347104072570801
3,37,-3.3285292146970855,0.006197446932712034,-0.4297800362110138
3,41,-5.080820766376663,1.7767965068829197e-05,-0.6404789686203003
3,46,5.20178107626816,1.1603525299784142e-05,0.6747459173202515
3,48,-4.5484267608820375,0.00013571569487497292,-0.5655260682106018
3,52,-2.503693080000555,0.04388786159858328,-0.3151646852493286
3,59,2.6495372686307492,0.03269428912608545,0.33039289712905884
3,61,3.8365358817394615,0.0013943766834530718,0.4846261441707611
3,62,-2.7399929984745723,0.02668315956628328,-0.3464130461215973
3,64,4.244424096494489,0.00038163679446117125,0.5531666874885559
3,65,3.4378090457731516,0.0045692263842995184,0.4445381462574005
4,5,4.90903454519722,3.433046063872267e-05,0.626014769077301
4,6,-3.395089748619029,0.005080243706603752,-0.4338350296020508
4,7,-3.3959163906066445,0.005070989633218206,-0.42836999893188477
4,8,4.217751942841624,0.0004072353072199747,0.5446009635925293
4,10,-3.0026328898124226,0.014530213200506048,-0.3857421278953552
4,11,5.542421513542436,3.2100202427795445e-06,0.7018284201622009
4,14,-2.488258980988135,0.04485507181872426,-0.3187146782875061
4,17,-3.323390140656967,0.006246432897462476,-0.41653281450271606
4,18,2.5169878809601305,0.04318868962052951,0.3280807435512543
4,21,2.812909465952785,0.02291354221336438,0.35590845346450806
4,22,-3.4710236602461175,0.004166490364808105,-0.4360177218914032
4,23,-4.922635530539948,3.2626494964730364e-05,-0.6177762746810913
4,25,5.24841847274673,9.591422048524174e-06,0.6619829535484314
4,27,4.9882048221950575,2.4791562340850623e-05,0.6282798647880554
4,28,-6.061604187905198,3.2141000130400015e-07,-0.7824764847755432
4,31,-2.48873110438714,0.04485507181872426,-0.31617048382759094
4,32,4.257626909952028,0.0003668558266513446,0.5492109656333923
4,34,-3.9821419877910578,0.0008554294394159112,-0.5080592036247253
