Region1,Region2,Connection,Nor_vs_AD_t_statistic,Nor_vs_AD_p_value,Nor_vs_AD_cohens_d,Nor_vs_MCI_t_statistic,Nor_vs_MCI_p_value,Nor_vs_MCI_cohens_d,Nor_vs_DSC_t_statistic,Nor_vs_DSC_p_value,Nor_vs_DSC_cohens_d
38,52,38-52,5.432620845738081,4.875984950102113e-06,0.689828634262085,3.707974291180798,0.0019339470248739127,0.47633373737335205,3.4668511299173783,0.006499959836561981,0.4480515122413635
40,41,40-41,5.046184175317152,2.031063292714032e-05,0.6287533044815063,4.0751312559994615,0.0005926419085436982,0.5066576600074768,3.097167773538088,0.01610319597411189,0.395993709564209
40,47,40-47,-4.244020819260869,0.00037299276522473676,-0.544059693813324,-4.4166425668162095,0.00017605572120932557,-0.5532311797142029,-4.072044478942211,0.001291369013194031,-0.5296249389648438
40,54,40-54,-2.5806359763371525,0.0379080886719432,-0.333448588848114,-6.91955547971893,8.037245146876307e-09,-0.8861687183380127,-4.634290026679055,0.00022477985181997427,-0.6005184650421143
42,58,42-58,-5.989934856648268,4.1224424967893846e-07,-0.7687518000602722,-4.5007214368166695,0.00013542606549737287,-0.5748958587646484,-2.8761398793543655,0.02608706469171001,-0.370576947927475
44,55,44-55,3.203185240842646,0.008663605498497203,0.3997633159160614,3.9573751406725908,0.000869663683567899,0.49446117877960205,3.247498606492094,0.010833049622434721,0.4122103750705719
46,47,46-47,3.9408400429653088,0.0010719219164394636,0.5250240564346313,2.5870872587140026,0.035915138876133214,0.33957111835479736,2.5796424471776334,0.04925288987831995,0.35280492901802063
47,55,47-55,4.322834061134694,0.0003105156268512061,0.5660815834999084,2.9064130467557896,0.016581002562824364,0.37035638093948364,3.737346048300032,0.00333717430673436,0.49195995926856995
48,54,48-54,3.891894115911904,0.0011808360671882526,0.483407586812973,4.541879884278909,0.00011530286608702529,0.5726331472396851,3.1418287000046687,0.014469082143708015,0.3919043242931366
49,63,49-63,3.5475235985736417,0.0033336242827638023,0.45882242918014526,2.7857757412198327,0.02241552119925749,0.36114761233329773,3.3474531669857654,0.008734239336722044,0.43613898754119873
49,67,49-67,-6.655730224312281,4.208361835398238e-08,-0.8644895553588867,-4.440147421331103,0.0001666543087715895,-0.5712064504623413,-4.944418518513508,7.654100517344843e-05,-0.6337912082672119
52,64,52-64,3.921236521950916,0.0010597074675248014,0.5001079440116882,2.9681741870164107,0.014047126790930788,0.3743647038936615,2.905902052525544,0.02435079331961774,0.3694121539592743
54,56,54-56,4.718881687345743,7.074248340005186e-05,0.5965127944946289,4.614297046337457,8.920837596683778e-05,0.5930219888687134,5.067823838959036,5.2965351678169264e-05,0.6495453715324402
55,57,55-57,6.125262110853223,2.449794786861591e-07,0.7810615301132202,5.262748335271336,7.477532947051262e-06,0.6691473722457886,6.489222580663979,1.5006970921918732e-07,0.8510470390319824
55,59,55-59,-4.407625037142939,0.00021898533259418363,-0.5628347396850586,-3.399779464093368,0.004461442255467577,-0.42863181233406067,-4.172660164207259,0.0009328033473584019,-0.5377148985862732
55,67,55-67,-5.798068507232142,9.764171922031797e-07,-0.7442421317100525,-3.35542776856011,0.00508728115847213,-0.4304007589817047,-4.042912632707379,0.00144118388092783,-0.5301313996315002
56,57,56-57,5.303391831952479,8.472386594872315e-06,0.6866670846939087,4.283433169009011,0.00028855612310554706,0.5539665818214417,8.062425153466295,4.1224568008194447e-11,1.0310941934585571
56,61,56-61,-3.935081196454699,0.0010105971106226842,-0.5003228187561035,-4.489037371172197,0.0001396836805082176,-0.5665819644927979,-5.509765253476608,8.427988397003067e-06,-0.6977808475494385
56,63,56-63,-3.2594909686400797,0.00764453859594958,-0.4296819865703583,-5.282213868012056,7.65903785545519e-06,-0.6893886923789978,-3.538343236498697,0.005682766219746226,-0.47159016132354736
57,65,57-65,-3.2309538268627787,0.00807118075215596,-0.4160214960575104,-3.722072514660615,0.0018452980107563307,-0.4766160249710083,-4.278369076875849,0.000730613662676179,-0.5642854571342468
58,61,58-61,4.86177089628842,4.035872683053362e-05,0.614362895488739,4.991098396516896,2.0443266070873966e-05,0.6303808689117432,2.77750596767763,0.03230496657096388,0.36135751008987427
