Region1,Region2,t_statistic,p_value,cohens_d,abs_cohens_d
40,54,-5.0457515155718795,0.003838524861167507,-1.112228512763977,1.112228512763977
39,55,-4.998740175699031,0.003838524861167507,-1.101633071899414,1.101633071899414
22,42,-4.856572061265122,0.00425153911744241,-1.0913541316986084,1.0913541316986084
28,36,-4.753063627677485,0.00425153911744241,-1.057235598564148,1.057235598564148
36,56,4.738723342130269,0.00425153911744241,1.0463210344314575,1.0463210344314575
4,57,4.494932414338966,0.008731446332323405,1.027593970298767,1.027593970298767
4,34,-4.5769963289646025,0.006681278296391321,-1.0151904821395874,1.0151904821395874
3,41,-4.47879958773409,0.00808059590007823,-0.9754888415336609,0.9754888415336609
8,18,-4.389136507373156,0.008731446332323405,-0.9586907625198364,0.9586907625198364
12,35,-4.263836352487757,0.012454602870197999,-0.9576306939125061,0.9576306939125061
28,64,4.2275324893976896,0.012693322221520606,0.9462363123893738,0.9462363123893738
1,12,-4.240795443227489,0.012454602870197999,-0.9224008321762085,0.9224008321762085
26,35,-4.128127954299241,0.014155390958288718,-0.9085720181465149,0.9085720181465149
33,34,3.9430087661290183,0.018540447788523786,0.9078193306922913,0.9078193306922913
3,46,4.035414365438897,0.015087534814093282,0.9061232805252075,0.9061232805252075
29,33,4.077647226954422,0.014155390958288718,0.8989468812942505,0.8989468812942505
26,62,3.9891173384496947,0.016588105700440434,0.8981533050537109,0.8981533050537109
30,40,-4.079860897124014,0.014155390958288718,-0.8975411653518677,0.8975411653518677
25,41,-4.077246026978361,0.014155390958288718,-0.8937991857528687,0.8937991857528687
23,52,4.079838198531609,0.014155390958288718,0.8900526762008667,0.8900526762008667
21,34,4.065451463955573,0.014155390958288718,0.8860293030738831,0.8860293030738831
35,59,-3.9566669752846235,0.01689631089329618,-0.8829458951950073,0.8829458951950073
4,49,-4.021132601716307,0.015087534814093282,-0.8780279755592346,0.8780279755592346
27,36,4.003815669431133,0.015087534814093282,0.8724538683891296,0.8724538683891296
2,57,3.8809914086242454,0.018540447788523786,0.857633650302887,0.857633650302887
2,19,-3.866181433657042,0.018540447788523786,-0.8574698567390442,0.8574698567390442
10,65,-3.873870853387065,0.018540447788523786,-0.8543970584869385,0.8543970584869385
2,4,3.836138864401451,0.019621128702930046,0.850689172744751,0.850689172744751
18,54,-3.954589365197249,0.016952123650728505,-0.8451855778694153,0.8451855778694153
4,10,-3.789965950848152,0.019621128702930046,-0.842788815498352,0.842788815498352
34,42,-3.8238816357970906,0.019621128702930046,-0.8349822163581848,0.8349822163581848
34,62,3.67365403375176,0.02642062490927863,0.8314802646636963,0.8314802646636963
4,28,-3.724144001430605,0.0223664629783085,-0.8290085196495056,0.8290085196495056
37,45,-3.7390617865790152,0.022058968495646123,-0.8265796899795532,0.8265796899795532
2,54,3.6522336260723702,0.02735644613057849,0.8250245451927185,0.8250245451927185
53,58,3.783481449651661,0.019621128702930046,0.8243405222892761,0.8243405222892761
32,33,3.7213934272055216,0.0223664629783085,0.8237639665603638,0.8237639665603638
4,7,-3.781469694573691,0.019621128702930046,-0.8216571807861328,0.8216571807861328
2,24,3.8098609034297577,0.019621128702930046,0.8175235390663147,0.8175235390663147
57,64,-3.8162123163450423,0.019621128702930046,-0.8157433867454529,0.8157433867454529
33,35,3.6558394009742363,0.02642062490927863,0.8115550875663757,0.8115550875663757
18,28,3.5816826646237496,0.03102276164421813,0.8075902462005615,0.8075902462005615
