Region1,Region2,Connection,Nor_vs_AD_cohens_d,Nor_vs_AD_p_value,Nor_vs_MCI_cohens_d,Nor_vs_MCI_p_value,Nor_vs_DSC_cohens_d,Nor_vs_DSC_p_value
36,56,36-56,0.8076584339141846,1.978185728935534e-07,0.9460603594779968,1.7310394884250864e-09,1.0323001146316528,3.900896139693701e-11
